obj_id,sketch_id,obj_filename,sket_filename
90ba6644ad322c47,036dbe8e06efc868,90ba6644ad322c47.obj,036dbe8e06efc868.jpg
e9b85e6177ccf14d,036dbe8e06efc868,e9b85e6177ccf14d.obj,036dbe8e06efc868.jpg
2d0e5e5ef940e212,036dbe8e06efc868,2d0e5e5ef940e212.obj,036dbe8e06efc868.jpg
55a985eef253a7a0,036dbe8e06efc868,55a985eef253a7a0.obj,036dbe8e06efc868.jpg
90ba6644ad322c47,0516d1f786008dce,90ba6644ad322c47.obj,0516d1f786008dce.jpg
e9b85e6177ccf14d,0516d1f786008dce,e9b85e6177ccf14d.obj,0516d1f786008dce.jpg
2d0e5e5ef940e212,0516d1f786008dce,2d0e5e5ef940e212.obj,0516d1f786008dce.jpg
55a985eef253a7a0,0516d1f786008dce,55a985eef253a7a0.obj,0516d1f786008dce.jpg
a64e0155977494f6,0e674b33c711ebc8,a64e0155977494f6.obj,0e674b33c711ebc8.jpg
15b3a52de1d155f8,0e674b33c711ebc8,15b3a52de1d155f8.obj,0e674b33c711ebc8.jpg
15f5184dd981d634,0e674b33c711ebc8,15f5184dd981d634.obj,0e674b33c711ebc8.jpg
aa5750ffc43bcc18,0e674b33c711ebc8,aa5750ffc43bcc18.obj,0e674b33c711ebc8.jpg
5e9c1bf43507f405,0ed0deca9979f0ed,5e9c1bf43507f405.obj,0ed0deca9979f0ed.jpg
c423400504d96338,0ed0deca9979f0ed,c423400504d96338.obj,0ed0deca9979f0ed.jpg
73796850790b70ca,0ed0deca9979f0ed,73796850790b70ca.obj,0ed0deca9979f0ed.jpg
426a1b89dcfa2b6d,0ed0deca9979f0ed,426a1b89dcfa2b6d.obj,0ed0deca9979f0ed.jpg
afb4aa409ce3ba60,0f6515298b18c2d6,afb4aa409ce3ba60.obj,0f6515298b18c2d6.jpg
592aba62e8462b16,0f6515298b18c2d6,592aba62e8462b16.obj,0f6515298b18c2d6.jpg
b54319c9bb0ede4d,0f6515298b18c2d6,b54319c9bb0ede4d.obj,0f6515298b18c2d6.jpg
0ac1112120f956e6,0f6515298b18c2d6,0ac1112120f956e6.obj,0f6515298b18c2d6.jpg
819367dceddb838b,19e9e7cc69736b3c,819367dceddb838b.obj,19e9e7cc69736b3c.jpg
74703abba6aed00b,19e9e7cc69736b3c,74703abba6aed00b.obj,19e9e7cc69736b3c.jpg
22c09296590fb951,19e9e7cc69736b3c,22c09296590fb951.obj,19e9e7cc69736b3c.jpg
6585855871402772,19e9e7cc69736b3c,6585855871402772.obj,19e9e7cc69736b3c.jpg
90ba6644ad322c47,1f4391cd4503420a,90ba6644ad322c47.obj,1f4391cd4503420a.jpg
55a985eef253a7a0,1f4391cd4503420a,55a985eef253a7a0.obj,1f4391cd4503420a.jpg
2d0e5e5ef940e212,1f4391cd4503420a,2d0e5e5ef940e212.obj,1f4391cd4503420a.jpg
e9b85e6177ccf14d,1f4391cd4503420a,e9b85e6177ccf14d.obj,1f4391cd4503420a.jpg
7aa6307caf88079d,254eafbab701386d,7aa6307caf88079d.obj,254eafbab701386d.jpg
7e425f2c7bd1de87,254eafbab701386d,7e425f2c7bd1de87.obj,254eafbab701386d.jpg
7907e0dc70c44f92,254eafbab701386d,7907e0dc70c44f92.obj,254eafbab701386d.jpg
bffcd34d68d28303,254eafbab701386d,bffcd34d68d28303.obj,254eafbab701386d.jpg
3762672a3fb6a081,2704cbf6b6d342ee,3762672a3fb6a081.obj,2704cbf6b6d342ee.jpg
5f779cd192cae3a3,2704cbf6b6d342ee,5f779cd192cae3a3.obj,2704cbf6b6d342ee.jpg
52037651db34d9c6,2704cbf6b6d342ee,52037651db34d9c6.obj,2704cbf6b6d342ee.jpg
5a47b8a4ad093e6c,2704cbf6b6d342ee,5a47b8a4ad093e6c.obj,2704cbf6b6d342ee.jpg
bcfec2a2e7d4336a,28968135d005c606,bcfec2a2e7d4336a.obj,28968135d005c606.jpg
e76f366074e000b0,28968135d005c606,e76f366074e000b0.obj,28968135d005c606.jpg
57b24bbdb0c2985f,28968135d005c606,57b24bbdb0c2985f.obj,28968135d005c606.jpg
9047b88a1daca816,28968135d005c606,9047b88a1daca816.obj,28968135d005c606.jpg
819367dceddb838b,2cb6bc62e0c506b5,819367dceddb838b.obj,2cb6bc62e0c506b5.jpg
6585855871402772,2cb6bc62e0c506b5,6585855871402772.obj,2cb6bc62e0c506b5.jpg
22c09296590fb951,2cb6bc62e0c506b5,22c09296590fb951.obj,2cb6bc62e0c506b5.jpg
74703abba6aed00b,2cb6bc62e0c506b5,74703abba6aed00b.obj,2cb6bc62e0c506b5.jpg
6929c827e1ce8419,3460cf26dabd232f,6929c827e1ce8419.obj,3460cf26dabd232f.jpg
d5ce39428399616c,3460cf26dabd232f,d5ce39428399616c.obj,3460cf26dabd232f.jpg
03b5427c9cbad7df,3460cf26dabd232f,03b5427c9cbad7df.obj,3460cf26dabd232f.jpg
40ffabf8d9949b3a,3460cf26dabd232f,40ffabf8d9949b3a.obj,3460cf26dabd232f.jpg
e76f366074e000b0,347cab418dff6619,e76f366074e000b0.obj,347cab418dff6619.jpg
bcfec2a2e7d4336a,347cab418dff6619,bcfec2a2e7d4336a.obj,347cab418dff6619.jpg
9047b88a1daca816,347cab418dff6619,9047b88a1daca816.obj,347cab418dff6619.jpg
57b24bbdb0c2985f,347cab418dff6619,57b24bbdb0c2985f.obj,347cab418dff6619.jpg
efc57137562e8eeb,3b7fc4abd27cc1ba,efc57137562e8eeb.obj,3b7fc4abd27cc1ba.jpg
f45311b54d5d3fe4,3b7fc4abd27cc1ba,f45311b54d5d3fe4.obj,3b7fc4abd27cc1ba.jpg
c329a4bfc8c0a995,3b7fc4abd27cc1ba,c329a4bfc8c0a995.obj,3b7fc4abd27cc1ba.jpg
6f4322bbfcbf58b6,3b7fc4abd27cc1ba,6f4322bbfcbf58b6.obj,3b7fc4abd27cc1ba.jpg
afb4aa409ce3ba60,4168963b990e062b,afb4aa409ce3ba60.obj,4168963b990e062b.jpg
592aba62e8462b16,4168963b990e062b,592aba62e8462b16.obj,4168963b990e062b.jpg
0ac1112120f956e6,4168963b990e062b,0ac1112120f956e6.obj,4168963b990e062b.jpg
b54319c9bb0ede4d,4168963b990e062b,b54319c9bb0ede4d.obj,4168963b990e062b.jpg
e74deefe0a3ad809,48359a74121fbed4,e74deefe0a3ad809.obj,48359a74121fbed4.jpg
c484f391c112c70f,48359a74121fbed4,c484f391c112c70f.obj,48359a74121fbed4.jpg
0cedfe3226dabe49,48359a74121fbed4,0cedfe3226dabe49.obj,48359a74121fbed4.jpg
25eb316bfa00fc98,48359a74121fbed4,25eb316bfa00fc98.obj,48359a74121fbed4.jpg
876489950e67fe4b,4e72f96a26936634,876489950e67fe4b.obj,4e72f96a26936634.jpg
05c7a6c16b69e4b0,4e72f96a26936634,05c7a6c16b69e4b0.obj,4e72f96a26936634.jpg
c6a64b1fd1e8cd43,4e72f96a26936634,c6a64b1fd1e8cd43.obj,4e72f96a26936634.jpg
3dd66bd447d95ae1,4e72f96a26936634,3dd66bd447d95ae1.obj,4e72f96a26936634.jpg
f46502a5c792f3d2,564d699790e18d3c,f46502a5c792f3d2.obj,564d699790e18d3c.jpg
ed2b9dbd5a8d4f91,564d699790e18d3c,ed2b9dbd5a8d4f91.obj,564d699790e18d3c.jpg
5192c45bf1ce718c,564d699790e18d3c,5192c45bf1ce718c.obj,564d699790e18d3c.jpg
59400f104fce28c2,564d699790e18d3c,59400f104fce28c2.obj,564d699790e18d3c.jpg
9047b88a1daca816,5ad5181689668582,9047b88a1daca816.obj,5ad5181689668582.jpg
e76f366074e000b0,5ad5181689668582,e76f366074e000b0.obj,5ad5181689668582.jpg
bcfec2a2e7d4336a,5ad5181689668582,bcfec2a2e7d4336a.obj,5ad5181689668582.jpg
57b24bbdb0c2985f,5ad5181689668582,57b24bbdb0c2985f.obj,5ad5181689668582.jpg
f5749752ed4a8e10,60203c5353318c53,f5749752ed4a8e10.obj,60203c5353318c53.jpg
afb491e33546448e,60203c5353318c53,afb491e33546448e.obj,60203c5353318c53.jpg
4b7e6d7c00dc221c,60203c5353318c53,4b7e6d7c00dc221c.obj,60203c5353318c53.jpg
79c95869e0d37be3,60203c5353318c53,79c95869e0d37be3.obj,60203c5353318c53.jpg
b5f24bcd658e3bd5,6530ccc8e0180c07,b5f24bcd658e3bd5.obj,6530ccc8e0180c07.jpg
7115af5fd3e62ca0,6530ccc8e0180c07,7115af5fd3e62ca0.obj,6530ccc8e0180c07.jpg
39fa25fa685a2a71,6530ccc8e0180c07,39fa25fa685a2a71.obj,6530ccc8e0180c07.jpg
9e2c640d53381d60,6530ccc8e0180c07,9e2c640d53381d60.obj,6530ccc8e0180c07.jpg
c75a9c7c8b59efc9,6df2f2988d50b092,c75a9c7c8b59efc9.obj,6df2f2988d50b092.jpg
ff2eff3e8be69c85,6df2f2988d50b092,ff2eff3e8be69c85.obj,6df2f2988d50b092.jpg
890f0812b9947e09,6df2f2988d50b092,890f0812b9947e09.obj,6df2f2988d50b092.jpg
94ee98fd5cf5e505,6df2f2988d50b092,94ee98fd5cf5e505.obj,6df2f2988d50b092.jpg
0b3e8d17d98f5193,6e469ecb95c2a705,0b3e8d17d98f5193.obj,6e469ecb95c2a705.jpg
1b3d973e8c712776,6e469ecb95c2a705,1b3d973e8c712776.obj,6e469ecb95c2a705.jpg
9edcaa9f5ddecfc2,6e469ecb95c2a705,9edcaa9f5ddecfc2.obj,6e469ecb95c2a705.jpg
2736c1212e9624d8,6e469ecb95c2a705,2736c1212e9624d8.obj,6e469ecb95c2a705.jpg
ee5fdac79ee65b48,6ef0b40fa176ac70,ee5fdac79ee65b48.obj,6ef0b40fa176ac70.jpg
88fe8b2185d4feb6,6ef0b40fa176ac70,88fe8b2185d4feb6.obj,6ef0b40fa176ac70.jpg
ae09892d3ad04b4b,6ef0b40fa176ac70,ae09892d3ad04b4b.obj,6ef0b40fa176ac70.jpg
11e16848f8de0a7b,6ef0b40fa176ac70,11e16848f8de0a7b.obj,6ef0b40fa176ac70.jpg
b4891278cf84bda4,70d14b3001c113c6,b4891278cf84bda4.obj,70d14b3001c113c6.jpg
25d8bb2c5103d784,70d14b3001c113c6,25d8bb2c5103d784.obj,70d14b3001c113c6.jpg
0c273d5ab5435bff,70d14b3001c113c6,0c273d5ab5435bff.obj,70d14b3001c113c6.jpg
800132a29257a00e,70d14b3001c113c6,800132a29257a00e.obj,70d14b3001c113c6.jpg
303ae000f3346db3,7312bcc2f590d40f,303ae000f3346db3.obj,7312bcc2f590d40f.jpg
581129f2e0a8962a,7312bcc2f590d40f,581129f2e0a8962a.obj,7312bcc2f590d40f.jpg
ebb4e5b69643d4ab,7312bcc2f590d40f,ebb4e5b69643d4ab.obj,7312bcc2f590d40f.jpg
1a0240c017cd5737,7312bcc2f590d40f,1a0240c017cd5737.obj,7312bcc2f590d40f.jpg
4c142b488845264b,783ac99bb7f48124,4c142b488845264b.obj,783ac99bb7f48124.jpg
eb2ca1b686cec5b6,783ac99bb7f48124,eb2ca1b686cec5b6.obj,783ac99bb7f48124.jpg
cb4fbea952d068b4,783ac99bb7f48124,cb4fbea952d068b4.obj,783ac99bb7f48124.jpg
fb8e44e358fa39c8,783ac99bb7f48124,fb8e44e358fa39c8.obj,783ac99bb7f48124.jpg
fb5c86ffdae2de70,794296270542556b,fb5c86ffdae2de70.obj,794296270542556b.jpg
e478035ea7a63a88,794296270542556b,e478035ea7a63a88.obj,794296270542556b.jpg
f8cbd24719bd2d25,794296270542556b,f8cbd24719bd2d25.obj,794296270542556b.jpg
c43879676fbe4462,794296270542556b,c43879676fbe4462.obj,794296270542556b.jpg
f88ddb5d1e798ebc,802a7a2daebb4f38,f88ddb5d1e798ebc.obj,802a7a2daebb4f38.jpg
f676e480e5f79f05,802a7a2daebb4f38,f676e480e5f79f05.obj,802a7a2daebb4f38.jpg
